player_name,season_norm,goals,shots,passes,team_name,primary_pos,att_score,mid_score,def_score,league,season_name,season,extracted_year
Aaron Cresswell,2015/2016,2,27,0,West Ham United,Left Back,235,0,0,Premier League,2015/2016,2015/2016,2015
Aaron Lennon,2015/2016,5,18,0,Everton,Right Wing,340,0,0,Premier League,2015/2016,2015/2016,2015
Aaron Ramsey,2015/2016,5,67,0,Arsenal,Right Wing,585,0,0,Premier League,2015/2016,2015/2016,2015
Abdul Rahman Baba,2015/2016,0,6,0,Chelsea,Left Back,30,0,0,Premier League,2015/2016,2015/2016,2015
Adam David Lallana,2015/2016,4,42,0,Liverpool,Center Attacking Midfield,410,0,0,Premier League,2015/2016,2015/2016,2015
Adam David Lallana,2017/2018,0,1,0,Liverpool,Right Wing,5,0,0,Premier League,2017/2018,2017/2018,2017
Adam Johnson,2015/2016,2,16,0,Sunderland,Right Wing,180,0,0,Premier League,2015/2016,2015/2016,2015
Adam Smith,2015/2016,2,15,0,AFC Bournemouth,Right Back,175,0,0,Premier League,2015/2016,2015/2016,2015
Adama Traoré Diarra,2015/2016,0,2,0,Aston Villa,Left Wing,10,0,0,Premier League,2015/2016,2015/2016,2015
Adlène Guédioura,2015/2016,0,13,0,Watford,Right Midfield,65,0,0,Premier League,2015/2016,2015/2016,2015
Adrian Mutu,2003/2004,0,1,0,Chelsea,Left Center Forward,5,0,0,Premier League,2003/2004,2003/2004,2003
Alan Hutton,2015/2016,0,11,0,Aston Villa,Right Back,55,0,0,Premier League,2015/2016,2015/2016,2015
Alan Shearer,2003/2004,0,2,0,Newcastle United,Left Center Forward,10,0,0,Premier League,2003/2004,2003/2004,2003
Alan Smith,2003/2004,1,5,0,Leeds United,Right Center Forward,75,0,0,Premier League,2003/2004,2003/2004,2003
Alan Stubbs,2003/2004,0,3,0,Everton,Right Center Back,15,0,0,Premier League,2003/2004,2003/2004,2003
Alberto Moreno Pérez,2015/2016,1,34,0,Liverpool,Left Back,220,0,0,Premier League,2015/2016,2015/2016,2015
Aleksandar Kolarov,2015/2016,3,41,0,Manchester City,Left Back,355,0,0,Premier League,2015/2016,2015/2016,2015
Aleksandar Mitrović,2015/2016,9,80,0,Newcastle United,Center Forward,850,0,0,Premier League,2015/2016,2015/2016,2015
Alex Iwobi,2015/2016,2,15,0,Arsenal,Left Wing,175,0,0,Premier League,2015/2016,2015/2016,2015
Alex Oxlade-Chamberlain,2015/2016,1,23,0,Arsenal,Right Wing,165,0,0,Premier League,2015/2016,2015/2016,2015
Alex Pritchard,2015/2016,0,2,0,West Bromwich Albion,Right Midfield,10,0,0,Premier League,2015/2016,2015/2016,2015
Alex Rae,2003/2004,0,1,0,Wolverhampton Wanderers,Right Defensive Midfield,5,0,0,Premier League,2003/2004,2003/2004,2003
Alexander Banor Tettey,2015/2016,2,20,0,Norwich City,Right Defensive Midfield,200,0,0,Premier League,2015/2016,2015/2016,2015
Alexandre Dimitri Song-Billong,2015/2016,0,6,0,West Ham United,Center Defensive Midfield,30,0,0,Premier League,2015/2016,2015/2016,2015
Alexandre Rodrigues da Silva,2015/2016,1,4,0,Chelsea,Center Forward,70,0,0,Premier League,2015/2016,2015/2016,2015
Alexis Alejandro Sánchez Sánchez,2015/2016,13,111,0,Arsenal,Left Wing,1205,0,0,Premier League,2015/2016,2015/2016,2015
Allan Romeo Nyom,2015/2016,0,7,0,Watford,Right Back,35,0,0,Premier League,2015/2016,2015/2016,2015
Almen Abdi,2015/2016,2,39,0,Watford,Right Midfield,295,0,0,Premier League,2015/2016,2015/2016,2015
Aly Cissokho,2015/2016,0,4,0,Aston Villa,Left Back,20,0,0,Premier League,2015/2016,2015/2016,2015
Amdy Moustapha Faye,2003/2004,0,1,0,Portsmouth,Right Defensive Midfield,5,0,0,Premier League,2003/2004,2003/2004,2003
Andre Green,2015/2016,0,1,0,Aston Villa,Center Attacking Midfield,5,0,0,Premier League,2015/2016,2015/2016,2015
Andre Wisdom,2015/2016,0,2,0,Norwich City,Right Back,10,0,0,Premier League,2015/2016,2015/2016,2015
Andrew Philip King,2015/2016,2,19,0,Leicester City,Left Center Midfield,195,0,0,Premier League,2015/2016,2015/2016,2015
Andrew Robertson,2018/2019,0,1,0,Liverpool,Left Back,5,0,0,Premier League,2018/2019,2018/2019,2018
Andrew Surman,2015/2016,0,16,0,AFC Bournemouth,Left Center Midfield,80,0,0,Premier League,2015/2016,2015/2016,2015
Andros Townsend,2015/2016,4,29,0,Newcastle United,Right Wing,345,0,0,Premier League,2015/2016,2015/2016,2015
André Ayew Pelé,2015/2016,12,69,0,Swansea City,Right Wing,945,0,0,Premier League,2015/2016,2015/2016,2015
Andy Carroll,2015/2016,9,55,0,West Ham United,Center Forward,725,0,0,Premier League,2015/2016,2015/2016,2015
Andy Cole,2003/2004,0,2,0,Blackburn Rovers,Right Center Forward,10,0,0,Premier League,2003/2004,2003/2004,2003
Angelo Obinze Ogbonna,2015/2016,0,6,0,West Ham United,Left Center Back,30,0,0,Premier League,2015/2016,2015/2016,2015
Anita Amma Ankyewah Asante,2020/2021,1,4,0,Aston Villa,Left Center Midfield,70,0,0,Premier League,2020/2021,2020/2021,2020
Anthony Le Tallec,2003/2004,0,1,0,Liverpool,Left Midfield,5,0,0,Premier League,2003/2004,2003/2004,2003
Antoine Sibierski,2003/2004,0,3,0,Manchester City,Right Center Forward,15,0,0,Premier League,2003/2004,2003/2004,2003
Arjan de Zeeuw,2003/2004,0,1,0,Portsmouth,Right Center Back,5,0,0,Premier League,2003/2004,2003/2004,2003
Arouna Koné,2015/2016,5,37,0,Everton,Left Wing,435,0,0,Premier League,2015/2016,2015/2016,2015
Ashley Cole,2003/2004,0,10,0,Arsenal,Left Back,50,0,0,Premier League,2003/2004,2003/2004,2003
Ashley Cole,2011/2012,1,1,0,Chelsea,Left Back,55,0,0,Premier League,2011/2012,2011/2012,2011
Ashley Westwood,2015/2016,2,38,0,Aston Villa,Left Center Midfield,290,0,0,Premier League,2015/2016,2015/2016,2015
Ashley Williams,2015/2016,2,16,0,Swansea City,Left Center Back,180,0,0,Premier League,2015/2016,2015/2016,2015
Asmita Ale,2020/2021,0,1,0,Aston Villa,Right Back,5,0,0,Premier League,2020/2021,2020/2021,2020
"Augustine Azuka ""Jay-Jay"" Okocha",2003/2004,0,5,0,Bolton Wanderers,Left Center Midfield,25,0,0,Premier League,2003/2004,2003/2004,2003
Ayoze Pérez Gutiérrez,2015/2016,6,51,0,Newcastle United,Center Attacking Midfield,555,0,0,Premier League,2015/2016,2015/2016,2015
Bacary Sagna,2015/2016,0,4,0,Manchester City,Right Back,20,0,0,Premier League,2015/2016,2015/2016,2015
Bafétimbi Gomis,2015/2016,6,59,0,Swansea City,Center Forward,595,0,0,Premier League,2015/2016,2015/2016,2015
Bakary Sako,2015/2016,2,35,0,Crystal Palace,Left Wing,275,0,0,Premier League,2015/2016,2015/2016,2015
Bamidele Alli,2015/2016,10,73,0,Tottenham Hotspur,Center Attacking Midfield,865,0,0,Premier League,2015/2016,2015/2016,2015
Bamidele Alli,2018/2019,0,3,0,Tottenham Hotspur,Center Attacking Midfield,15,0,0,Premier League,2018/2019,2018/2019,2018
Barry Ferguson,2003/2004,0,3,0,Blackburn Rovers,Left Center Midfield,15,0,0,Premier League,2003/2004,2003/2004,2003
Ben Davies,2015/2016,0,9,0,Tottenham Hotspur,Left Back,45,0,0,Premier League,2015/2016,2015/2016,2015
Ben Watson,2015/2016,1,16,0,Watford,Left Defensive Midfield,130,0,0,Premier League,2015/2016,2015/2016,2015
Benik Afobe,2015/2016,4,14,0,AFC Bournemouth,Center Forward,270,0,0,Premier League,2015/2016,2015/2016,2015
Bertrand Isidore Traoré,2015/2016,2,17,0,Chelsea,Center Forward,185,0,0,Premier League,2015/2016,2015/2016,2015
Billy Jones,2015/2016,1,13,0,Sunderland,Right Back,115,0,0,Premier League,2015/2016,2015/2016,2015
Bojan Krkíc Pérez,2015/2016,7,37,0,Stoke City,Center Attacking Midfield,535,0,0,Premier League,2015/2016,2015/2016,2015
Boudewijn Zenden,2003/2004,0,3,0,Middlesbrough,Right Center Forward,15,0,0,Premier League,2003/2004,2003/2004,2003
Bradley Johnson,2015/2016,0,10,0,Norwich City,Center Attacking Midfield,50,0,0,Premier League,2015/2016,2015/2016,2015
Bradley Shaun Smith,2015/2016,0,1,0,Liverpool,Left Back,5,0,0,Premier League,2015/2016,2015/2016,2015
Branislav Ivanović,2015/2016,2,28,0,Chelsea,Right Back,240,0,0,Premier League,2015/2016,2015/2016,2015
Brede Hangeland,2015/2016,0,5,0,Crystal Palace,Left Center Back,25,0,0,Premier League,2015/2016,2015/2016,2015
Brendan Joel Zibusiso Galloway,2015/2016,0,9,0,Everton,Left Back,45,0,0,Premier League,2015/2016,2015/2016,2015
Brett Ormerod,2003/2004,0,2,0,Southampton,Right Center Forward,10,0,0,Premier League,2003/2004,2003/2004,2003
Brian McBride,2003/2004,0,1,0,Fulham,Left Center Midfield,5,0,0,Premier League,2003/2004,2003/2004,2003
"Bruno N""Gotty",2003/2004,0,1,0,Bolton Wanderers,Right Center Back,5,0,0,Premier League,2003/2004,2003/2004,2003
Bryan Oviedo,2015/2016,0,5,0,Everton,Left Back,25,0,0,Premier League,2015/2016,2015/2016,2015
Callum Davidson,2003/2004,0,1,0,Leicester City,Left Defensive Midfield,5,0,0,Premier League,2003/2004,2003/2004,2003
Callum McManaman,2015/2016,0,8,0,West Bromwich Albion,Right Midfield,40,0,0,Premier League,2015/2016,2015/2016,2015
Callum Wilson,2015/2016,5,18,0,AFC Bournemouth,Right Center Forward,340,0,0,Premier League,2015/2016,2015/2016,2015
Calum Chambers,2015/2016,0,2,0,Arsenal,Center Forward,10,0,0,Premier League,2015/2016,2015/2016,2015
Cameron Brannagan,2015/2016,0,1,0,Liverpool,Right Center Midfield,5,0,0,Premier League,2015/2016,2015/2016,2015
Cameron Jerome,2015/2016,3,49,0,Norwich City,Center Forward,395,0,0,Premier League,2015/2016,2015/2016,2015
Carl Cort,2003/2004,0,1,0,Wolverhampton Wanderers,Left Center Forward,5,0,0,Premier League,2003/2004,2003/2004,2003
Carl Jenkinson,2015/2016,2,7,0,West Ham United,Right Back,135,0,0,Premier League,2015/2016,2015/2016,2015
Carles Gil de Pareja Vicent,2015/2016,2,18,0,Aston Villa,Right Wing,190,0,0,Premier League,2015/2016,2015/2016,2015
Carlos Alberto Sánchez Moreno,2015/2016,0,13,0,Aston Villa,Center Defensive Midfield,65,0,0,Premier League,2015/2016,2015/2016,2015
Carlos Manuel Bocanegra,2003/2004,0,1,0,Fulham,Left Back,5,0,0,Premier League,2003/2004,2003/2004,2003
Caroline Siems,2020/2021,0,9,0,Aston Villa,Left Back,45,0,0,Premier League,2020/2021,2020/2021,2020
Chancel Mbemba Mangulu,2015/2016,0,12,0,Newcastle United,Right Center Back,60,0,0,Premier League,2015/2016,2015/2016,2015
Charlie Adam,2015/2016,1,28,0,Stoke City,Right Center Midfield,190,0,0,Premier League,2015/2016,2015/2016,2015
Charlie Austin,2015/2016,1,8,0,Southampton,Center Forward,90,0,0,Premier League,2015/2016,2015/2016,2015
Charlie Daniels,2015/2016,3,23,0,AFC Bournemouth,Left Back,265,0,0,Premier League,2015/2016,2015/2016,2015
Cheik Ismaël Tioté,2015/2016,0,2,0,Newcastle United,Left Defensive Midfield,10,0,0,Premier League,2015/2016,2015/2016,2015
Cheikhou Kouyaté,2015/2016,5,46,0,West Ham United,Right Center Midfield,480,0,0,Premier League,2015/2016,2015/2016,2015
Chloe Arthur,2020/2021,1,15,0,Aston Villa,Center Defensive Midfield,125,0,0,Premier League,2020/2021,2020/2021,2020
Chris Baird,2003/2004,0,1,0,Southampton,Right Defensive Midfield,5,0,0,Premier League,2003/2004,2003/2004,2003
Chris Brunt,2015/2016,0,17,0,West Bromwich Albion,Left Back,85,0,0,Premier League,2015/2016,2015/2016,2015
Christian Benteke Liolo,2015/2016,9,64,0,Liverpool,Center Forward,770,0,0,Premier League,2015/2016,2015/2016,2015
Christian Dannemann Eriksen,2015/2016,6,99,0,Tottenham Hotspur,Left Wing,795,0,0,Premier League,2015/2016,2015/2016,2015
Christian Dannemann Eriksen,2018/2019,0,3,0,Tottenham Hotspur,Right Wing,15,0,0,Premier League,2018/2019,2018/2019,2018
Christian Fuchs,2015/2016,0,19,0,Leicester City,Left Back,95,0,0,Premier League,2015/2016,2015/2016,2015
Chung-Yong Lee,2015/2016,1,5,0,Crystal Palace,Left Wing,75,0,0,Premier League,2015/2016,2015/2016,2015
Ciaran Clark,2015/2016,1,10,0,Aston Villa,Left Center Back,100,0,0,Premier League,2015/2016,2015/2016,2015
Claude Makélélé,2003/2004,0,2,0,Chelsea,Left Center Midfield,10,0,0,Premier League,2003/2004,2003/2004,2003
Claudio Ariel Yacob,2015/2016,0,9,0,West Bromwich Albion,Center Defensive Midfield,45,0,0,Premier League,2015/2016,2015/2016,2015
Claus Jensen,2003/2004,1,3,0,Charlton Athletic,Left Center Midfield,65,0,0,Premier League,2003/2004,2003/2004,2003
Clinton Mua N''Jie,2015/2016,0,7,0,Tottenham Hotspur,Left Wing,35,0,0,Premier League,2015/2016,2015/2016,2015
Colin Cameron,2003/2004,0,1,0,Wolverhampton Wanderers,Left Center Midfield,5,0,0,Premier League,2003/2004,2003/2004,2003
Collins John,2003/2004,0,2,0,Fulham,Right Midfield,10,0,0,Premier League,2003/2004,2003/2004,2003
Connor Steven Randall,2015/2016,0,2,0,Liverpool,Right Back,10,0,0,Premier League,2015/2016,2015/2016,2015
Connor Wickham,2015/2016,5,35,0,Crystal Palace,Center Forward,425,0,0,Premier League,2015/2016,2015/2016,2015
Craig Bellamy,2003/2004,0,4,0,Newcastle United,Right Center Forward,20,0,0,Premier League,2003/2004,2003/2004,2003
Craig Cathcart,2015/2016,1,6,0,Watford,Left Center Back,80,0,0,Premier League,2015/2016,2015/2016,2015
Craig Dawson,2015/2016,4,38,0,West Bromwich Albion,Right Back,390,0,0,Premier League,2015/2016,2015/2016,2015
Craig Gardner,2015/2016,3,50,0,West Bromwich Albion,Left Center Midfield,400,0,0,Premier League,2015/2016,2015/2016,2015
Craig Hignett,2003/2004,1,2,0,Leicester City,Right Defensive Midfield,60,0,0,Premier League,2003/2004,2003/2004,2003
Craig Short,2003/2004,0,2,0,Blackburn Rovers,Left Center Back,10,0,0,Premier League,2003/2004,2003/2004,2003
Cristian Gamboa Luna,2015/2016,0,1,0,West Bromwich Albion,Left Midfield,5,0,0,Premier League,2015/2016,2015/2016,2015
Cédric Ricardo Alves Soares,2015/2016,0,10,0,Southampton,Right Back,50,0,0,Premier League,2015/2016,2015/2016,2015
César Azpilicueta Tanco,2015/2016,2,11,0,Chelsea,Left Back,155,0,0,Premier League,2015/2016,2015/2016,2015
Dame N''Doye,2015/2016,1,11,0,Sunderland,Right Midfield,105,0,0,Premier League,2015/2016,2015/2016,2015
Damien Delaney,2015/2016,2,21,0,Crystal Palace,Left Center Back,205,0,0,Premier League,2015/2016,2015/2016,2015
Dan Gosling,2015/2016,3,40,0,AFC Bournemouth,Right Center Midfield,350,0,0,Premier League,2015/2016,2015/2016,2015
Daniel Amartey,2015/2016,0,1,0,Leicester City,Left Midfield,5,0,0,Premier League,2015/2016,2015/2016,2015
Daniel Andre Sturridge,2015/2016,8,48,0,Liverpool,Center Forward,640,0,0,Premier League,2015/2016,2015/2016,2015
Daniel Munthe Agger,2006/2007,0,2,0,Liverpool,Left Center Back,10,0,0,Premier League,2006/2007,2006/2007,2006
Daniel Nii Tackie Mensah Welbeck,2015/2016,4,20,0,Arsenal,Center Forward,300,0,0,Premier League,2015/2016,2015/2016,2015
Daniel William John Ings,2015/2016,2,10,0,Liverpool,Left Center Forward,150,0,0,Premier League,2015/2016,2015/2016,2015
Danny Drinkwater,2015/2016,2,42,0,Leicester City,Left Center Midfield,310,0,0,Premier League,2015/2016,2015/2016,2015
Danny Graham,2015/2016,0,4,0,Sunderland,Center Forward,20,0,0,Premier League,2015/2016,2015/2016,2015
Danny Higginbotham,2003/2004,0,2,0,Southampton,Left Back,10,0,0,Premier League,2003/2004,2003/2004,2003
Danny Rose,2015/2016,1,26,0,Tottenham Hotspur,Left Back,180,0,0,Premier League,2015/2016,2015/2016,2015
Danny Rose,2018/2019,0,2,0,Tottenham Hotspur,Left Back,10,0,0,Premier League,2018/2019,2018/2019,2018
Danny Simpson,2015/2016,0,7,0,Leicester City,Right Back,35,0,0,Premier League,2015/2016,2015/2016,2015
Darren Ambrose,2003/2004,0,1,0,Newcastle United,Right Midfield,5,0,0,Premier League,2003/2004,2003/2004,2003
Darren Anderton,2003/2004,1,1,0,Tottenham Hotspur,Right Center Midfield,55,0,0,Premier League,2003/2004,2003/2004,2003
Darren Fletcher,2015/2016,1,23,0,West Bromwich Albion,Right Center Midfield,165,0,0,Premier League,2015/2016,2015/2016,2015
Darren Randolph,2015/2016,0,1,0,West Ham United,Goalkeeper,5,0,0,Premier League,2015/2016,2015/2016,2015
Darron Gibson,2015/2016,0,2,0,Everton,Center Attacking Midfield,10,0,0,Premier League,2015/2016,2015/2016,2015
Daryl Janmaat,2015/2016,2,21,0,Newcastle United,Right Back,205,0,0,Premier League,2015/2016,2015/2016,2015
David Bentley,2003/2004,0,1,0,Arsenal,Right Midfield,5,0,0,Premier League,2003/2004,2003/2004,2003
David Dunn,2003/2004,0,2,0,Birmingham City,Center Attacking Midfield,10,0,0,Premier League,2003/2004,2003/2004,2003
David Josué Jiménez Silva,2015/2016,2,29,0,Manchester City,Center Attacking Midfield,245,0,0,Premier League,2015/2016,2015/2016,2015
David Luiz Moreira Marinho,2011/2012,1,1,0,Chelsea,Right Center Back,55,0,0,Premier League,2011/2012,2011/2012,2011
David Prutton,2003/2004,0,1,0,Southampton,Right Midfield,5,0,0,Premier League,2003/2004,2003/2004,2003
DeAndre Yedlin,2015/2016,0,4,0,Sunderland,Right Back,20,0,0,Premier League,2015/2016,2015/2016,2015
Dejan Lovren,2015/2016,0,22,0,Liverpool,Left Center Back,110,0,0,Premier League,2015/2016,2015/2016,2015
Dejan Lovren,2017/2018,0,1,0,Liverpool,Right Center Back,5,0,0,Premier League,2017/2018,2017/2018,2017
